ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5059066,HM664618,10/17/2006 01:30:00 AM,045XX W VAN BUREN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1131,011,24,26,08B,1146219,1897639,2006,04/15/2016 08:55:02 AM,41.875103951,-87.738611562,"(41.875103951, -87.738611562)"
5059067,HM666703,10/18/2006 02:00:00 AM,053XX S CORNELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2132,002,5,41,14,1188158,1870244,2006,04/15/2016 08:55:02 AM,41.799030006,-87.585505972,"(41.799030006, -87.585505972)"
5059069,HM666410,10/17/2006 09:45:00 PM,070XX S JEFFERY BLVD,0580,STALKING,SIMPLE,RESIDENCE PORCH/HALLWAY,true,false,0331,003,5,43,08A,1190768,1858499,2006,04/15/2016 08:55:02 AM,41.766738169,-87.576313866,"(41.766738169, -87.576313866)"
5059072,HM666019,10/17/2006 06:00:00 PM,034XX W WRIGHTWOOD AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,1412,014,35,22,04B,1152822,1917070,2006,04/15/2016 08:55:02 AM,41.928296353,-87.713852667,"(41.928296353, -87.713852667)"
5059075,HM664823,10/17/2006 07:40:00 AM,122XX S PEORIA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0524,005,34,53,14,1172545,1823597,2006,04/15/2016 08:55:02 AM,41.671382767,-87.644131946,"(41.671382767, -87.644131946)"
5059077,HM661408,10/15/2006 12:00:00 PM,035XX N KIMBALL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1732,017,35,21,14,1153094,1923411,2006,04/15/2016 08:55:02 AM,41.94569115,-87.712684466,"(41.94569115, -87.712684466)"
5059078,HM663799,10/16/2006 04:41:48 PM,005XX W WASHINGTON BLVD,1360,CRIMINAL TRESPASS,TO VEHICLE,ALLEY,true,false,0111,001,42,28,26,1172526,1900777,2006,04/15/2016 08:55:02 AM,41.883174023,-87.641930367,"(41.883174023, -87.641930367)"
5059079,HM666970,10/18/2006 07:00:00 AM,015XX W GLENLAKE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,2433,024,48,77,14,1164924,1940602,2006,04/15/2016 08:55:02 AM,41.992620622,-87.668711456,"(41.992620622, -87.668711456)"
5059080,HM666979,10/17/2006 12:00:00 AM,013XX S LAWNDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,1011,010,24,29,14,1151921,1893547,2006,04/15/2016 08:55:02 AM,41.86376472,-87.7177837,"(41.86376472, -87.7177837)"
5059083,HM666280,10/17/2006 07:55:00 PM,114XX S HALSTED ST,0880,THEFT,PURSE-SNATCHING,PARKING LOT/GARAGE(NON.RESID.),false,false,2234,022,34,75,06,1173035,1828942,2006,04/15/2016 08:55:02 AM,41.686039547,-87.64218164,"(41.686039547, -87.64218164)"
5059084,HM665755,10/17/2006 04:04:00 PM,070XX S WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CURRENCY EXCHANGE,false,false,0832,008,17,66,14,1161594,1857825,2006,04/15/2016 08:55:02 AM,41.765543457,-87.683266572,"(41.765543457, -87.683266572)"
5059085,HM665115,10/16/2006 04:40:00 AM,017XX N CALIFORNIA AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,"SCHOOL, PUBLIC, BUILDING",false,false,1421,014,1,24,17,1157433,1911449,2006,04/15/2016 08:55:02 AM,41.912779231,-87.697062077,"(41.912779231, -87.697062077)"
5059088,HM644905,09/28/2006 04:00:00 PM,026XX W PETERSON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,true,false,2011,020,40,2,05,1157473,1939758,2006,04/15/2016 08:55:02 AM,41.990460059,-87.696141904,"(41.990460059, -87.696141904)"
5059091,HM311082,04/25/2006 01:37:51 AM,057XX N CLARK ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,2013,020,48,77,18,1164759,1938228,2006,04/15/2016 08:55:02 AM,41.98610981,-87.66938608,"(41.98610981, -87.66938608)"
5059092,HM666600,10/17/2006 11:52:00 PM,023XX N HAMLIN AVE,0810,THEFT,OVER $500,STREET,true,false,2525,025,35,22,06,1150657,1915323,2006,04/15/2016 08:55:02 AM,41.923545079,-87.721854106,"(41.923545079, -87.721854106)"
5059095,HM658038,10/13/2006 02:20:00 PM,042XX W 18TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,1012,010,24,29,08B,1148414,1891042,2006,04/15/2016 08:55:02 AM,41.856958971,-87.730722361,"(41.856958971, -87.730722361)"
5059097,HM666937,10/13/2006 08:00:00 AM,014XX W MADISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1211,012,2,28,07,1167053,1900137,2006,04/15/2016 08:55:02 AM,41.881537053,-87.662045809,"(41.881537053, -87.662045809)"
5059098,HM666138,10/17/2006 06:40:00 PM,104XX S SANGAMON ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,2232,022,34,73,08B,1171831,1835543,2006,04/15/2016 08:55:02 AM,41.704180149,-87.646396519,"(41.704180149, -87.646396519)"
5059102,HM666488,10/17/2006 10:00:00 PM,026XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1125,011,28,27,08B,1158739,1898925,2006,04/15/2016 08:55:02 AM,41.878385607,-87.692607744,"(41.878385607, -87.692607744)"
5059107,HM644907,09/29/2006 05:00:00 PM,026XX W PETERSON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,true,false,2011,020,40,2,05,1157473,1939758,2006,04/15/2016 08:55:02 AM,41.990460059,-87.696141904,"(41.990460059, -87.696141904)"
5059109,HM654797,10/11/2006 09:05:54 PM,034XX W BERTEAU AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1723,017,33,16,08B,1152836,1927708,2006,04/15/2016 08:55:02 AM,41.957487544,-87.713518562,"(41.957487544, -87.713518562)"
5059113,HM665426,10/15/2006 08:00:00 AM,043XX W ROSCOE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1731,017,31,16,08B,1146672,1922245,2006,04/15/2016 08:55:02 AM,41.942616722,-87.736319502,"(41.942616722, -87.736319502)"
5059114,HM665812,10/17/2006 12:00:00 PM,005XX E 50TH ST,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,0223,002,4,38,07,1180499,1871978,2006,04/15/2016 08:55:02 AM,41.803967664,-87.613539728,"(41.803967664, -87.613539728)"
5059115,HM665881,10/17/2006 04:55:00 PM,046XX W NORTH AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,2533,025,37,25,06,1145011,1910225,2006,04/15/2016 08:55:02 AM,41.909664252,-87.742728815,"(41.909664252, -87.742728815)"
5059119,HM666990,10/18/2006 09:00:00 AM,052XX S RICHMOND ST,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0911,009,14,63,06,1157600,1869667,2006,04/15/2016 08:55:02 AM,41.798121507,-87.697585065,"(41.798121507, -87.697585065)"
5059120,HM666464,10/17/2006 09:37:00 PM,004XX N ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1123,011,27,23,08B,1152974,1902668,2006,04/15/2016 08:55:02 AM,41.888772936,-87.713676437,"(41.888772936, -87.713676437)"
5059121,HM664552,10/17/2006 12:08:17 AM,035XX W CHICAGO AVE,0460,BATTERY,SIMPLE,CTA BUS,false,false,1121,011,27,23,08B,1152427,1905104,2006,04/15/2016 08:55:02 AM,41.895468386,-87.715620836,"(41.895468386, -87.715620836)"
5059122,HM666000,10/17/2006 07:40:00 PM,112XX S WALLACE ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,2233,022,34,49,08B,1174313,1830380,2006,04/15/2016 08:55:02 AM,41.68995741,-87.637460623,"(41.68995741, -87.637460623)"
5059123,HM664655,10/17/2006 02:30:00 AM,047XX N KIMBALL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ABANDONED BUILDING,false,true,1723,017,33,14,08B,1152861,1931290,2006,04/15/2016 08:55:02 AM,41.96731629,-87.713331369,"(41.96731629, -87.713331369)"
5059127,HM666807,10/18/2006 07:05:00 AM,031XX S GILES AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2112,002,2,35,06,1178783,1884180,2006,04/15/2016 08:55:02 AM,41.837490202,-87.61946132,"(41.837490202, -87.61946132)"
5059128,HM664474,10/16/2006 09:50:00 PM,046XX W NORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,2533,025,37,25,06,1145011,1910225,2006,04/15/2016 08:55:02 AM,41.909664252,-87.742728815,"(41.909664252, -87.742728815)"
5059129,HM666968,10/17/2006 03:00:00 PM,095XX S PARNELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2223,022,21,73,14,1174314,1841602,2006,04/15/2016 08:55:02 AM,41.720752202,-87.637124817,"(41.720752202, -87.637124817)"
5059130,HM660140,10/14/2006 05:50:00 PM,076XX S PAULINA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,true,false,0611,006,17,71,15,1166339,1853997,2006,04/15/2016 08:55:02 AM,41.754939178,-87.665983415,"(41.754939178, -87.665983415)"
5059133,HM491117,07/22/2006 01:00:00 AM,070XX S DORCHESTER AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,true,false,0321,003,5,43,26,1186750,1858747,2006,04/15/2016 08:55:02 AM,41.7675148,-87.591033336,"(41.7675148, -87.591033336)"
5059139,HM666971,10/17/2006 05:00:00 PM,012XX E 75TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,false,false,0324,003,5,69,07,1185839,1855523,2006,04/15/2016 08:55:02 AM,41.75868937,-87.594474006,"(41.75868937, -87.594474006)"
5059142,HM663201,10/12/2006 08:30:00 AM,045XX N HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1723,017,39,14,08B,1149243,1929831,2006,04/15/2016 08:55:02 AM,41.963383764,-87.726672425,"(41.963383764, -87.726672425)"
5059144,HM665089,10/17/2006 09:45:00 AM,065XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,true,false,0321,003,20,42,08B,1182687,1861807,2006,04/15/2016 08:55:02 AM,41.776006991,-87.605830944,"(41.776006991, -87.605830944)"
5059149,HM664672,10/17/2006 03:55:43 AM,035XX W CARMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,1712,017,39,13,08B,1151652,1933653,2006,04/15/2016 08:55:02 AM,41.973824434,-87.717714318,"(41.973824434, -87.717714318)"
5059151,HM666644,10/18/2006 12:31:59 AM,086XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0423,004,7,46,08B,1194662,1848146,2006,04/15/2016 08:55:02 AM,41.738233797,-87.562381157,"(41.738233797, -87.562381157)"
5059152,HM666262,10/14/2006 11:20:00 AM,097XX S EGGLESTON AVE,0460,BATTERY,SIMPLE,STREET,false,false,2223,022,21,73,08B,1175210,1840504,2006,04/15/2016 08:55:02 AM,41.717719208,-87.633875659,"(41.717719208, -87.633875659)"
5059153,HM665653,10/17/2006 02:45:00 PM,049XX W NORTH AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,2533,025,37,25,06,1142988,1910178,2006,04/15/2016 08:55:02 AM,41.909573262,-87.750161722,"(41.909573262, -87.750161722)"
5059155,HM666843,10/17/2006 08:00:00 PM,026XX W EVERGREEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,1423,014,26,24,14,1158492,1908877,2006,04/15/2016 08:55:02 AM,41.905699833,-87.693242076,"(41.905699833, -87.693242076)"
5059157,HM664698,10/17/2006 02:00:00 AM,071XX S RACINE AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,0733,007,17,68,05,1169551,1857602,2006,04/15/2016 08:55:02 AM,41.764762794,-87.654108023,"(41.764762794, -87.654108023)"
5059161,HM490898,07/21/2006 08:30:00 PM,053XX S MARSHFIELD AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE,true,false,0932,009,16,61,18,1166252,1869202,2006,04/15/2016 08:55:02 AM,41.796665517,-87.665869764,"(41.796665517, -87.665869764)"
5059162,HM666136,10/17/2006 07:10:00 PM,092XX S PARNELL AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2223,022,21,73,06,1174258,1843524,2006,04/15/2016 08:55:02 AM,41.726027678,-87.63727301,"(41.726027678, -87.63727301)"
5059163,HM663382,10/16/2006 01:15:00 PM,031XX S KOSTNER AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,true,1031,010,22,30,08B,1147562,1883379,2006,04/15/2016 08:55:02 AM,41.835947057,-87.734045986,"(41.835947057, -87.734045986)"
5059164,HM665766,10/17/2006 04:00:00 PM,004XX W WILSON DR,0460,BATTERY,SIMPLE,STREET,true,false,2313,019,46,3,08B,1171849,1931034,2006,04/15/2016 08:55:02 AM,41.966215545,-87.643522537,"(41.966215545, -87.643522537)"
5059165,HM666233,10/17/2006 07:30:00 PM,027XX S DEARBORN ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,true,false,2113,001,3,35,26,1176315,1886573,2006,04/15/2016 08:55:02 AM,41.844112707,-87.628445336,"(41.844112707, -87.628445336)"
5059168,HM486250,07/19/2006 06:41:01 PM,012XX S KEDVALE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1011,010,24,29,18,1148914,1894054,2006,04/15/2016 08:55:02 AM,41.865214622,-87.72880922,"(41.865214622, -87.72880922)"
5059169,HM665014,10/17/2006 09:44:48 AM,079XX S PERRY AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0623,006,17,44,26,1176984,1852434,2006,04/15/2016 08:55:02 AM,41.75041691,-87.627019658,"(41.75041691, -87.627019658)"
5059170,HM666677,10/18/2006 01:30:27 AM,079XX S ESSEX AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0422,004,7,46,08B,1194232,1852910,2006,04/15/2016 08:55:02 AM,41.751317167,-87.563800456,"(41.751317167, -87.563800456)"
5059172,HM665859,10/17/2006 04:40:00 PM,016XX S HAMLIN AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,STREET,false,false,1014,010,24,29,17,1151324,1891497,2006,04/15/2016 08:55:02 AM,41.858151004,-87.720029028,"(41.858151004, -87.720029028)"
5059175,HM665811,10/17/2006 07:15:00 AM,016XX W 102ND ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2213,022,19,72,05,1167167,1836994,2006,04/15/2016 08:55:02 AM,41.708262749,-87.663433993,"(41.708262749, -87.663433993)"
5059176,HM663686,10/15/2006 03:30:00 PM,022XX S AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1013,010,22,30,08B,1151057,1888881,2006,04/15/2016 08:55:02 AM,41.850977613,-87.721077561,"(41.850977613, -87.721077561)"
5059177,HM663005,10/16/2006 10:45:22 AM,131XX S HOUSTON AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0433,004,10,55,06,1198757,1818408,2006,04/15/2016 08:55:02 AM,41.656528254,-87.548371333,"(41.656528254, -87.548371333)"
5059182,HM660783,10/15/2006 12:30:00 AM,007XX E 89TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0633,006,6,44,08B,1182706,1845794,2006,04/15/2016 08:55:02 AM,41.732065201,-87.606257385,"(41.732065201, -87.606257385)"
5059183,HM666145,10/17/2006 07:25:00 PM,068XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,STREET,false,false,0322,003,20,69,08B,1180101,1859649,2006,04/15/2016 08:55:02 AM,41.770144861,-87.615376962,"(41.770144861, -87.615376962)"
5059185,HM665034,10/17/2006 08:55:00 AM,062XX S STEWART AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,0711,007,20,68,08A,1174692,1863689,2006,04/15/2016 08:55:02 AM,41.781353265,-87.635083754,"(41.781353265, -87.635083754)"
5059186,HM491111,07/22/2006 01:08:00 AM,024XX N LAVERGNE AVE,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,STREET,true,false,2521,025,31,19,22,1142658,1915663,2006,04/15/2016 08:55:02 AM,41.924630835,-87.751237252,"(41.924630835, -87.751237252)"
5059187,HM654786,08/21/2006 05:43:00 PM,056XX W ADDISON ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,HOSPITAL BUILDING/GROUNDS,false,false,1633,016,38,15,06,1138069,1923370,2006,04/15/2016 08:55:02 AM,41.945863902,-87.767912706,"(41.945863902, -87.767912706)"
5059189,HM663253,09/03/2006 11:00:00 PM,093XX S LAFLIN ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,2221,022,21,73,11,1167974,1842765,2006,04/15/2016 08:55:02 AM,41.724082,-87.660313501,"(41.724082, -87.660313501)"
5059190,HM663952,10/16/2006 04:40:00 PM,0000X N KENTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1113,011,28,25,08B,1145800,1899749,2006,04/15/2016 08:55:02 AM,41.880902,-87.740096429,"(41.880902, -87.740096429)"
5059194,HM666858,10/18/2006 08:12:00 AM,034XX N KILDARE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1731,017,30,16,07,1147108,1922625,2006,04/15/2016 08:55:02 AM,41.943651131,-87.734707229,"(41.943651131, -87.734707229)"
5059195,HM666819,10/17/2006 06:30:00 PM,070XX S EAST END AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",OTHER,false,false,0332,003,5,43,07,1188996,1858560,2006,04/15/2016 08:55:02 AM,41.766948171,-87.582806879,"(41.766948171, -87.582806879)"
5059198,HM655872,10/07/2006 03:00:00 PM,018XX S HAMLIN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,false,1014,010,24,29,26,1151342,1890849,2006,04/15/2016 08:55:02 AM,41.856372462,-87.719979948,"(41.856372462, -87.719979948)"
5059199,HM666716,10/18/2006 02:37:33 AM,013XX W 97TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2213,022,21,73,08B,1169054,1840174,2006,04/15/2016 08:55:02 AM,41.716948668,-87.65643212,"(41.716948668, -87.65643212)"
5059201,HM658033,10/13/2006 04:53:58 PM,059XX N GLENWOOD AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,2013,020,48,77,08B,1165910,1939379,2006,04/15/2016 08:55:02 AM,41.989243623,-87.665119726,"(41.989243623, -87.665119726)"
5059203,HM663976,10/16/2006 01:30:00 PM,092XX S COMMERCIAL AVE,0870,THEFT,POCKET-PICKING,POLICE FACILITY/VEH PARKING LOT,false,false,0423,004,10,46,06,1197746,1844398,2006,04/15/2016 08:55:02 AM,41.727872617,-87.551207132,"(41.727872617, -87.551207132)"
5059208,HM664519,10/16/2006 11:30:00 PM,018XX W 87TH ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,2221,022,21,71,06,1165781,1846989,2006,04/15/2016 08:55:02 AM,41.735720069,-87.668226842,"(41.735720069, -87.668226842)"
5059210,HM666980,10/18/2006 06:30:00 AM,0000X W HURON ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1832,018,42,8,06,1175956,1905064,2006,04/15/2016 08:55:02 AM,41.894861261,-87.629206166,"(41.894861261, -87.629206166)"
5059214,HM491130,07/22/2006 01:30:00 AM,030XX E CHELTENHAM PL,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,0421,004,7,43,18,1197911,1853589,2006,04/15/2016 08:55:02 AM,41.753089304,-87.550296374,"(41.753089304, -87.550296374)"
5059215,HM666333,10/17/2006 08:15:00 PM,014XX E 73RD ST,4388,OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,STREET,false,false,0324,003,5,43,26,1187040,1856878,2006,04/15/2016 08:55:02 AM,41.762379224,-87.590029575,"(41.762379224, -87.590029575)"
5059217,HM662899,10/14/2006 11:30:00 PM,025XX S RIDGEWAY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1013,010,22,30,14,1151776,1886971,2006,04/15/2016 08:55:02 AM,41.845722241,-87.718488848,"(41.845722241, -87.718488848)"
5059218,HM665358,10/17/2006 12:32:28 PM,043XX W FIFTH AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1131,011,24,26,08B,1147614,1896058,2006,04/15/2016 08:55:02 AM,41.870738861,-87.7335302,"(41.870738861, -87.7335302)"
5059219,HM665409,10/17/2006 01:00:00 PM,048XX W KAMERLING AVE,0810,THEFT,OVER $500,VEHICLE-COMMERCIAL,false,false,2533,025,37,25,06,1143863,1908543,2006,04/15/2016 08:55:02 AM,41.905070275,-87.746988366,"(41.905070275, -87.746988366)"
5059221,HM664035,09/26/2006 12:05:00 PM,029XX E 90TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,0423,004,10,46,06,1197493,1845861,2006,04/15/2016 08:55:02 AM,41.731893514,-87.552085253,"(41.731893514, -87.552085253)"
5059222,HM665322,10/17/2006 11:40:00 AM,015XX N ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1422,014,26,23,14,1152740,1910182,2006,04/15/2016 08:55:02 AM,41.909396709,-87.714336682,"(41.909396709, -87.714336682)"
5059224,HM665510,10/17/2006 01:30:00 PM,122XX S WALLACE ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0523,005,34,53,08B,1174520,1823753,2006,04/15/2016 08:55:02 AM,41.671767283,-87.636898906,"(41.671767283, -87.636898906)"
5059227,HM665196,10/17/2006 11:15:00 AM,014XX W 73RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0734,007,17,67,08B,1167680,1856330,2006,04/15/2016 08:55:02 AM,41.761312596,-87.661002202,"(41.761312596, -87.661002202)"
5059228,HM663403,10/16/2006 01:39:06 PM,023XX W 22ND PL,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,false,false,1034,010,25,31,26,1161164,1889016,2006,04/15/2016 08:55:02 AM,41.851144332,-87.683978868,"(41.851144332, -87.683978868)"
5059229,HM660210,10/14/2006 06:47:00 PM,035XX W LEXINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1133,011,24,27,08B,1152860,1896473,2006,04/15/2016 08:55:02 AM,41.871775462,-87.714259198,"(41.871775462, -87.714259198)"
5059230,HM667024,10/17/2006 05:00:00 PM,012XX S ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,false,false,1021,010,24,29,14,1153230,1894234,2006,04/15/2016 08:55:02 AM,41.865624069,-87.712960178,"(41.865624069, -87.712960178)"
5059231,HM660976,10/15/2006 04:45:00 AM,084XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0613,006,21,71,08B,1170788,1848855,2006,04/15/2016 08:55:02 AM,41.740732985,-87.649828777,"(41.740732985, -87.649828777)"
5059237,HM667005,10/18/2006 07:40:00 AM,094XX S PERRY AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,false,false,0634,006,21,49,03,1177269,1842468,2006,04/15/2016 08:55:02 AM,41.723062534,-87.626275325,"(41.723062534, -87.626275325)"
5059238,HM666225,10/17/2006 03:00:00 PM,071XX S RIDGELAND AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0324,003,5,43,08A,1189111,1857771,2006,04/15/2016 08:55:02 AM,41.764780334,-87.582410612,"(41.764780334, -87.582410612)"
5059240,HM666169,10/17/2006 07:10:00 PM,005XX W 95TH ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,true,2223,022,21,73,04A,1174425,1841893,2006,04/15/2016 08:55:02 AM,41.721548282,-87.636709626,"(41.721548282, -87.636709626)"
5059242,HM664137,10/16/2006 08:15:00 AM,026XX E 83RD ST,0890,THEFT,FROM BUILDING,DAY CARE CENTER,false,false,0423,004,7,46,06,1195030,1850444,2006,04/15/2016 08:55:02 AM,41.744530644,-87.560957353,"(41.744530644, -87.560957353)"
5059243,HM486154,07/19/2006 06:34:20 PM,032XX N KEELER AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,true,false,1731,017,31,16,18,1147835,1921379,2006,04/15/2016 08:55:02 AM,41.940218038,-87.73206722,"(41.940218038, -87.73206722)"
5059244,HM667029,10/07/2006 11:30:00 AM,013XX S WABASH AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,false,false,0132,001,2,33,11,1176976,1894313,2006,04/15/2016 08:55:02 AM,41.865336883,-87.625785555,"(41.865336883, -87.625785555)"
5059245,HM471487,07/12/2006 06:48:29 PM,071XX S WOODLAWN AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,0324,003,5,69,18,1185447,1857921,2006,04/15/2016 08:55:02 AM,41.765278939,-87.595835293,"(41.765278939, -87.595835293)"
5059250,HM657928,10/13/2006 10:30:00 AM,059XX N PAULINA ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,2012,020,40,77,08B,1164155,1939270,2006,04/15/2016 08:55:02 AM,41.988981917,-87.671577954,"(41.988981917, -87.671577954)"
5059251,HM667019,10/17/2006 07:00:00 PM,059XX S WOOD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),true,false,0714,007,15,67,07,1165369,1865197,2006,04/15/2016 08:55:02 AM,41.78569407,-87.669221268,"(41.78569407, -87.669221268)"
5059252,HM666044,10/17/2006 02:50:00 PM,097XX S MORGAN ST,0320,ROBBERY,STRONGARM - NO WEAPON,OTHER,false,false,2223,022,21,73,03,1171367,1840261,2006,04/15/2016 08:55:02 AM,41.717137194,-87.647958093,"(41.717137194, -87.647958093)"
5059254,HM665603,10/17/2006 02:35:52 PM,087XX S BLACKSTONE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,true,false,0412,004,8,48,06,1187647,1847282,2006,04/15/2016 08:55:02 AM,41.736032465,-87.588109483,"(41.736032465, -87.588109483)"
5059258,HM666027,10/17/2006 06:22:27 PM,021XX E 95TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0431,004,7,51,06,1191914,1842389,2006,04/15/2016 08:55:02 AM,41.722503153,-87.572635409,"(41.722503153, -87.572635409)"
